Win,Type,Team1,Team2,OT,Year,Month,Day,Team1_Score,Team2_Score,Avg_Win_Ratio,Similarity_Score,Avg_Score_Diff,Regular_Wins_Team1_total,Regular_Losses_Team1_total,Playoff_Wins_Team1_total,Playoff_Losses_Team1_total,GAME_DATE_TIMESTAMP
1,0,1610612737,1610612742,0,2017,1,7,97.0,82.0,0.45652173913043476,0.7945205479452055,2.072047992397245,211,188,125,212,1483747200
1,0,1610612737,1610612751,0,2017,1,10,117.0,97.0,0.45652173913043476,0.726027397260274,0.5970292861867819,211,188,125,212,1484006400
0,1,1610612737,1610612738,0,2017,1,13,101.0,103.0,0.45652173913043476,0.9726027397260274,-0.1392161062325954,211,188,125,212,1484265600
1,1,1610612737,1610612749,0,2017,1,15,111.0,98.0,0.45652173913043476,0.821917808219178,-1.866865403003544,211,188,125,212,1484438400
1,0,1610612737,1610612752,0,2017,1,16,108.0,107.0,0.45652173913043476,0.9863013698630136,4.167490118577078,211,188,125,212,1484524800
0,0,1610612737,1610612765,0,2017,1,18,95.0,118.0,0.45652173913043476,0.6849315068493151,4.732123866124482,211,188,125,212,1484697600
1,1,1610612737,1610612741,0,2017,1,20,102.0,93.0,0.45652173913043476,0.8767123287671232,3.5738010822914674,211,188,125,212,1484870400
1,0,1610612737,1610612755,0,2017,1,21,110.0,93.0,0.45652173913043476,0.7671232876712328,0.8632306363374624,211,188,125,212,1484956800
0,1,1610612737,1610612746,0,2017,1,23,105.0,115.0,0.45652173913043476,0.863013698630137,-0.8734492753623186,211,188,125,212,1485129600
1,1,1610612737,1610612741,0,2017,1,25,119.0,114.0,0.45652173913043476,0.9315068493150684,3.5738010822914674,211,188,125,212,1485302400
0,1,1610612737,1610612764,0,2017,1,27,86.0,112.0,0.45652173913043476,0.6438356164383562,-0.36663240007257514,211,188,125,212,1485475200
1,0,1610612737,1610612752,1,2017,1,29,142.0,139.0,0.45652173913043476,0.9589041095890412,4.167490118577078,211,188,125,212,1485648000
0,0,1610612737,1610612748,0,2017,2,1,93.0,116.0,0.45652173913043476,0.6849315068493151,3.9967154706897503,211,188,125,212,1485907200
1,1,1610612737,1610612745,0,2017,2,2,113.0,108.0,0.45652173913043476,0.9315068493150684,-0.9194288036222247,211,188,125,212,1485993600
1,0,1610612737,1610612753,0,2017,2,4,113.0,86.0,0.45652173913043476,0.6301369863013699,5.036139377119952,211,188,125,212,1486166400
0,1,1610612737,1610612762,0,2017,2,6,95.0,120.0,0.45652173913043476,0.6575342465753424,1.182667055733873,211,188,125,212,1486339200
1,0,1610612737,1610612743,0,2017,2,8,117.0,106.0,0.45652173913043476,0.8493150684931507,-0.7532622941478166,211,188,125,212,1486512000
0,0,1610612737,1610612758,0,2017,2,10,107.0,108.0,0.45652173913043476,0.9863013698630136,0.21378881987577358,211,188,125,212,1486684800
1,1,1610612737,1610612757,1,2017,2,13,109.0,104.0,0.45652173913043476,0.9315068493150684,0.5179839230182495,211,188,125,212,1486944000
0,1,1610612737,1610612746,0,2017,2,15,84.0,99.0,0.45652173913043476,0.7945205479452055,-0.8734492753623186,211,188,125,212,1487116800
0,0,1610612737,1610612748,0,2017,2,24,90.0,108.0,0.45652173913043476,0.7534246575342466,3.9967154706897503,211,188,125,212,1487894400
0,0,1610612737,1610612753,0,2017,2,25,86.0,105.0,0.45652173913043476,0.7397260273972603,5.036139377119952,211,188,125,212,1487980800
1,1,1610612737,1610612738,0,2017,2,27,114.0,98.0,0.45652173913043476,0.7808219178082192,-0.1392161062325954,211,188,125,212,1488153600
1,0,1610612737,1610612742,0,2017,3,1,100.0,95.0,0.45652173913043476,0.9315068493150684,2.072047992397245,211,188,125,212,1488326400
0,1,1610612737,1610612739,0,2017,3,3,130.0,135.0,0.45652173913043476,0.9315068493150684,2.550609157572609,211,188,125,212,1488499200
0,1,1610612737,1610612754,0,2017,3,5,96.0,97.0,0.45652173913043476,0.9863013698630136,0.6066538553927359,211,188,125,212,1488672000
0,1,1610612737,1610612744,0,2017,3,6,111.0,119.0,0.45652173913043476,0.8904109589041096,-3.692847124824695,211,188,125,212,1488758400
1,0,1610612737,1610612751,0,2017,3,8,110.0,105.0,0.45652173913043476,0.9315068493150684,0.5970292861867819,211,188,125,212,1488931200
1,1,1610612737,1610612761,0,2017,3,10,105.0,99.0,0.45652173913043476,0.9178082191780822,0.8912483191393932,211,188,125,212,1489104000
1,1,1610612737,1610612763,0,2017,3,11,107.0,90.0,0.45652173913043476,0.7671232876712328,3.291619580086831,211,188,125,212,1489190400
0,1,1610612737,1610612759,0,2017,3,13,99.0,107.0,0.45652173913043476,0.8904109589041096,1.4397057951242687,211,188,125,212,1489363200
0,1,1610612737,1610612763,0,2017,3,16,91.0,103.0,0.45652173913043476,0.8356164383561644,3.291619580086831,211,188,125,212,1489622400
